termCode,termExtendedName,termScopeNote
A0C4L,"FA-04.2.5.2 Jam, jellies and marmalades and sweetened chestnut puree as defined by Directive 2001/113/EC",Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C4M,FA-04.2.5.1 Extra jam and extra jelly as defined by Directive 2001/113/EC,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C4N,"FA-04.2.5 Jam, jellies and marmalades and similar products",Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C4P,"FA-04.2.4.2 Compote, excluding products covered by category 16",Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C4Q,FA-04.2.4.1 Fruit and vegetable preparations excluding compote,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C4R,"FA-04.2.4 Fruit and vegetable preparations, excluding products covered by 5.4",Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C4S,FA-04.2.3 Canned or bottled fruit and vegetables,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C4T,"FA-04.2.2 Fruit and vegetables in vinegar, oil, or brine",Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C4V,FA-04.2.1 Dried fruit and vegetables,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C4X,FA-04.2 Processed fruit and vegetables,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C4Y,FA-04.1.3 Frozen fruit and vegetables,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C4Z,"FA-04.1.2 Peeled, cut and shredded fruit and vegetables",Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C50,FA-04.1.1 Entire fresh fruit and vegetables,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C51,FA-04.1 Unprocessed fruit and vegetables,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C52,FA-04. Fruit and vegetables,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C53,FA-03. Edible ices,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C54,FA-02.3 Vegetable oil pan spray,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C55,FA-02.2.2 Other fat and oil emulsions including spreads as defined by Regulation (EC) No 1234/2007 and liquid emulsions,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C56,FA-02.2.1 Butter and concentrated butter and butter oil and anhydrous milkfat,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C57,FA-02.2 Fat and oil emulsions mainly of type water-in-oil,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C58,FA-02.1 Fats and oils essentially free from water (excluding anhydrous milkfat),Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C59,FA-02. Fats and oils and fat and oil emulsions,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5A,"FA-01.8 Dairy analogues, including beverage whiteners",Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5B,FA-01.7.6 Cheese products (excluding products falling in category 16),Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5C,FA-01.7.5 Processed cheese,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5D,FA-01.7.4 Whey cheese,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5E,FA-01.7.3 Edible cheese rind,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5F,FA-01.7.2 Ripened cheese,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5G,FA-01.7.1 Unripened cheese excluding products falling in category 16,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5H,FA-01.7 Cheese and cheese products,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5J,FA-01.6.3 Other creams,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5K,FA-01.6.2 Unflavoured live fermented cream products and substitute products with a fat content of less than 20 %,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5L,FA-01.6.1 Unflavoured pasteurised cream (excluding reduced fat creams),Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5M,FA-01.6 Cream and cream powder,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5N,FA-01.5 Dehydrated milk as defined by Directive 2001/114/EC,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5P,FA-01.4 Flavoured fermented milk products including heat-treated products,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5Q,"FA-01.3 Unflavoured fermented milk products, heat-treated after fermentation",Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5R,"FA-01.2 Unflavoured fermented milk products, including natural unflavoured buttermilk (excluding sterilised buttermilk) non-heat-treated after fermentation",Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5S,FA-01.1 Unflavoured pasteurised and sterilised (including UHT) milk,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5T,FA-01. Dairy products and analogues,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5V,FA-0.   All categories of foods,Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)
A0C5X,All Lists,Container for the entire terminology of FoodEx2
A0C5Y,Environment,Group including environmental matrices
A0C5Z,Food contact materials,Group including food contact materials as food matrices
A0C60,Non-food animal-related matrices,Group including non food matrices of biological origin
A0C61,Groups for hierarchies,"Grouping terms used in some hierachy, but not functional to the building and in particular to the inheritance schema of the implicit facets"
